Crystallize 1.4 log for model PM3_150728_2021_t20
Run began at: Fri Sep  4 14:12:51 2015

**** WARNING ****: max courant = 1.15152.  Instability possible.

Random seed used = -1441393971

Time = 250000.000000, delC = 6.94154e-09, NuclRate = 0
Uncompensated deficit of 8.1523e-11 g at index (43,84,32) at time 14.072 m.y.
Uncompensated deficit of 5.49173e-11 g at index (39,85,33) at time 14.072 m.y.
Uncompensated deficit of 8.91595e-11 g at index (43,82,33) at time 14.073 m.y.
Uncompensated deficit of 6.67848e-11 g at index (41,82,34) at time 14.075 m.y.
Uncompensated deficit of 7.18827e-11 g at index (42,85,32) at time 14.076 m.y.
Uncompensated deficit of 1.27528e-10 g at index (36,86,33) at time 14.077 m.y.
Uncompensated deficit of 1.20843e-10 g at index (45,82,32) at time 14.079 m.y.
Uncompensated deficit of 1.21514e-10 g at index (45,84,31) at time 14.081 m.y.
Uncompensated deficit of 6.22582e-11 g at index (46,83,31) at time 14.081 m.y.
Uncompensated deficit of 1.27714e-10 g at index (27,85,32) at time 14.084 m.y.
Uncompensated deficit of 8.91712e-11 g at index (26,84,32) at time 14.085 m.y.
Uncompensated deficit of 2.4796e-11 g at index (44,85,31) at time 14.085 m.y.
Uncompensated deficit of 9.76855e-11 g at index (44,81,33) at time 14.086 m.y.
Uncompensated deficit of 1.27239e-10 g at index (32,78,36) at time 14.087 m.y.
Uncompensated deficit of 8.7935e-11 g at index (42,81,34) at time 14.087 m.y.
Uncompensated deficit of 1.4781e-10 g at index (40,86,32) at time 14.087 m.y.
Uncompensated deficit of 4.84122e-10 g at index (116,33,54) at time 14.089 m.y.
Uncompensated deficit of 2.02279e-11 g at index (29,86,32) at time 14.091 m.y.
Uncompensated deficit of 2.29554e-10 g at index (25,83,32) at time 14.091 m.y.
Uncompensated deficit of 1.31808e-12 g at index (42,86,31) at time 14.094 m.y.
Uncompensated deficit of 1.00394e-10 g at index (136,44,51) at time 14.096 m.y.
Uncompensated deficit of 1.40321e-10 g at index (46,84,30) at time 14.096 m.y.
Uncompensated deficit of 5.6678e-11 g at index (107,123,102) at time 14.098 m.y.
Uncompensated deficit of 2.3405e-10 g at index (24,82,32) at time 14.098 m.y.
Uncompensated deficit of 1.1576e-10 g at index (47,81,31) at time 14.098 m.y.
Uncompensated deficit of 6.60842e-11 g at index (47,83,30) at time 14.098 m.y.
Uncompensated deficit of 1.41922e-10 g at index (106,116,103) at time 14.101 m.y.
Uncompensated deficit of 1.29231e-10 g at index (106,120,102) at time 14.103 m.y.
Uncompensated deficit of 1.47856e-10 g at index (23,81,32) at time 14.105 m.y.
Uncompensated deficit of 1.03817e-10 g at index (43,80,34) at time 14.106 m.y.
Uncompensated deficit of 1.44022e-10 g at index (48,82,30) at time 14.106 m.y.
Uncompensated deficit of 3.38871e-11 g at index (45,80,33) at time 14.107 m.y.
Uncompensated deficit of 1.99076e-11 g at index (136,43,50) at time 14.108 m.y.
Uncompensated deficit of 8.30817e-11 g at index (41,87,31) at time 14.108 m.y.
Uncompensated deficit of 9.34523e-11 g at index (31,87,32) at time 14.108 m.y.
Uncompensated deficit of 1.04012e-10 g at index (25,85,31) at time 14.109 m.y.
Uncompensated deficit of 3.92978e-11 g at index (44,86,30) at time 14.109 m.y.
Uncompensated deficit of 6.01952e-12 g at index (48,84,29) at time 14.118 m.y.
Uncompensated deficit of 1.75135e-10 g at index (43,87,30) at time 14.121 m.y.
Uncompensated deficit of 3.22405e-10 g at index (51,61,59) at time 14.121 m.y.
Uncompensated deficit of 1.58507e-10 g at index (47,85,29) at time 14.123 m.y.
Uncompensated deficit of 2.09191e-10 g at index (138,138,115) at time 14.125 m.y.
Uncompensated deficit of 2.17945e-10 g at index (26,86,31) at time 14.125 m.y.
Uncompensated deficit of 1.50249e-10 g at index (49,82,29) at time 14.125 m.y.
Uncompensated deficit of 1.45782e-10 g at index (52,61,62) at time 14.129 m.y.
Uncompensated deficit of 4.07573e-11 g at index (46,86,29) at time 14.131 m.y.
Uncompensated deficit of 6.22177e-11 g at index (47,79,32) at time 14.134 m.y.
Uncompensated deficit of 1.451e-10 g at index (49,80,30) at time 14.135 m.y.
Uncompensated deficit of 7.2537e-11 g at index (41,88,30) at time 14.135 m.y.
Uncompensated deficit of 5.2449e-11 g at index (134,41,49) at time 14.136 m.y.
Uncompensated deficit of 4.99642e-11 g at index (134,138,114) at time 14.136 m.y.
Uncompensated deficit of 1.22625e-10 g at index (54,83,24) at time 14.136 m.y.
Uncompensated deficit of 2.88785e-11 g at index (54,81,25) at time 14.140 m.y.
Uncompensated deficit of 2.62009e-11 g at index (45,87,29) at time 14.140 m.y.
Uncompensated deficit of 1.42489e-10 g at index (105,122,101) at time 14.141 m.y.
Uncompensated deficit of 2.47912e-11 g at index (49,84,28) at time 14.145 m.y.
Uncompensated deficit of 8.79095e-11 g at index (50,82,28) at time 14.145 m.y.
Uncompensated deficit of 1.18923e-10 g at index (48,85,28) at time 14.148 m.y.
Uncompensated deficit of 1.50374e-10 g at index (111,87,82) at time 14.149 m.y.
Uncompensated deficit of 8.45428e-11 g at index (43,88,29) at time 14.152 m.y.
Uncompensated deficit of 1.67476e-10 g at index (47,86,28) at time 14.156 m.y.
Uncompensated deficit of 8.40844e-11 g at index (51,81,28) at time 14.160 m.y.
Uncompensated deficit of 8.13263e-11 g at index (81,46,35) at time 14.160 m.y.
Uncompensated deficit of 4.42716e-10 g at index (81,47,34) at time 14.160 m.y.
Uncompensated deficit of 1.66577e-10 g at index (53,83,25) at time 14.163 m.y.
Uncompensated deficit of 1.73378e-11 g at index (51,83,27) at time 14.164 m.y.
Uncompensated deficit of 1.16532e-10 g at index (53,81,26) at time 14.165 m.y.
Uncompensated deficit of 2.46065e-10 g at index (41,89,29) at time 14.166 m.y.
Uncompensated deficit of 4.92353e-12 g at index (46,87,28) at time 14.166 m.y.
Uncompensated deficit of 2.25804e-10 g at index (121,80,79) at time 14.166 m.y.
Uncompensated deficit of 2.30823e-10 g at index (50,84,27) at time 14.167 m.y.
Uncompensated deficit of 2.94902e-11 g at index (52,81,27) at time 14.170 m.y.
Uncompensated deficit of 5.97635e-11 g at index (52,83,26) at time 14.172 m.y.
Uncompensated deficit of 1.26213e-10 g at index (45,88,28) at time 14.177 m.y.
Uncompensated deficit of 1.48366e-09 g at index (115,78,80) at time 14.182 m.y.
Uncompensated deficit of 2.28725e-10 g at index (53,79,27) at time 14.184 m.y.
Uncompensated deficit of 2.03757e-11 g at index (43,89,28) at time 14.185 m.y.
Uncompensated deficit of 5.91031e-12 g at index (52,79,28) at time 14.186 m.y.
Uncompensated deficit of 9.78913e-11 g at index (41,90,28) at time 14.197 m.y.
Uncompensated deficit of 1.6695e-10 g at index (89,59,12) at time 14.197 m.y.
Uncompensated deficit of 1.78274e-11 g at index (91,59,11) at time 14.204 m.y.
Uncompensated deficit of 1.8039e-10 g at index (51,86,25) at time 14.214 m.y.
Uncompensated deficit of 1.04914e-10 g at index (43,90,27) at time 14.219 m.y.
Uncompensated deficit of 9.91168e-11 g at index (40,91,27) at time 14.229 m.y.
Uncompensated deficit of 1.92856e-10 g at index (50,87,25) at time 14.235 m.y.
Uncompensated deficit of 4.01444e-11 g at index (46,89,26) at time 14.242 m.y.
Time = 14250000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Uncompensated deficit of 8.10953e-10 g at index (104,97,87) at time 14.258 m.y.
Uncompensated deficit of 2.0646e-10 g at index (40,32,138) at time 14.276 m.y.
Uncompensated deficit of 1.45503e-11 g at index (7,65,43) at time 14.468 m.y.
Uncompensated deficit of 1.58671e-10 g at index (44,54,81) at time 14.476 m.y.
Uncompensated deficit of 9.7188e-10 g at index (42,54,83) at time 14.477 m.y.
Uncompensated deficit of 4.76557e-10 g at index (43,54,82) at time 14.478 m.y.
Time = 14500000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Uncompensated deficit of 5.13448e-11 g at index (54,51,26) at time 14.583 m.y.
Uncompensated deficit of 4.90651e-12 g at index (57,55,26) at time 14.588 m.y.
Uncompensated deficit of 1.27244e-10 g at index (54,53,27) at time 14.615 m.y.
Uncompensated deficit of 2.5672e-11 g at index (53,52,27) at time 14.624 m.y.
Uncompensated deficit of 1.82797e-10 g at index (53,54,28) at time 14.657 m.y.
Uncompensated deficit of 1.27223e-10 g at index (52,52,28) at time 14.664 m.y.
Uncompensated deficit of 2.43155e-10 g at index (51,53,29) at time 14.702 m.y.
Time = 14750000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Uncompensated deficit of 4.82104e-12 g at index (9,102,12) at time 14.752 m.y.
Uncompensated deficit of 3.29339e-11 g at index (47,53,32) at time 14.833 m.y.
Uncompensated deficit of 2.75354e-10 g at index (45,52,33) at time 14.888 m.y.
Uncompensated deficit of 8.95451e-12 g at index (44,53,34) at time 14.922 m.y.
Uncompensated deficit of 3.29757e-10 g at index (43,51,34) at time 14.934 m.y.
Uncompensated deficit of 4.31844e-10 g at index (42,49,34) at time 14.944 m.y.
Uncompensated deficit of 4.8634e-10 g at index (41,48,34) at time 14.947 m.y.
Uncompensated deficit of 9.36721e-11 g at index (44,55,35) at time 14.948 m.y.
Uncompensated deficit of 3.9729e-10 g at index (41,43,33) at time 14.953 m.y.
Uncompensated deficit of 7.49776e-11 g at index (41,51,35) at time 14.960 m.y.
Uncompensated deficit of 3.21103e-10 g at index (40,55,37) at time 14.996 m.y.
Uncompensated deficit of 4.40313e-10 g at index (42,57,37) at time 14.998 m.y.
Uncompensated deficit of 1.24952e-10 g at index (41,56,37) at time 15.000 m.y.
Time = 15000000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Uncompensated deficit of 4.99694e-10 g at index (41,59,39) at time 15.003 m.y.
Uncompensated deficit of 2.3015e-10 g at index (40,58,39) at time 15.005 m.y.
Uncompensated deficit of 9.57441e-10 g at index (41,58,38) at time 15.007 m.y.
Uncompensated deficit of 1.08109e-09 g at index (40,57,38) at time 15.007 m.y.
Time = 15250000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Uncompensated deficit of 6.59188e-11 g at index (37,22,19) at time 15.461 m.y.
Uncompensated deficit of 1.91389e-10 g at index (36,21,19) at time 15.462 m.y.
Uncompensated deficit of 2.99243e-10 g at index (39,23,17) at time 15.465 m.y.
Uncompensated deficit of 9.58603e-11 g at index (35,20,20) at time 15.467 m.y.
Uncompensated deficit of 9.87089e-11 g at index (36,20,17) at time 15.473 m.y.
Uncompensated deficit of 1.47154e-10 g at index (35,19,17) at time 15.479 m.y.
Uncompensated deficit of 1.80604e-10 g at index (34,18,18) at time 15.489 m.y.
Uncompensated deficit of 2.26495e-10 g at index (39,22,15) at time 15.498 m.y.
Time = 15500000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Uncompensated deficit of 1.38856e-10 g at index (35,18,16) at time 15.503 m.y.
Uncompensated deficit of 1.46775e-11 g at index (37,20,15) at time 15.506 m.y.
Uncompensated deficit of 8.05792e-11 g at index (33,17,20) at time 15.516 m.y.
Uncompensated deficit of 5.54858e-10 g at index (38,23,28) at time 15.544 m.y.
Uncompensated deficit of 2.64896e-10 g at index (37,22,28) at time 15.564 m.y.
Uncompensated deficit of 3.95e-10 g at index (37,21,29) at time 15.579 m.y.
Uncompensated deficit of 1.12015e-10 g at index (36,21,28) at time 15.580 m.y.
Uncompensated deficit of 4.61716e-10 g at index (36,20,29) at time 15.597 m.y.
Time = 15750000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Time = 16000000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Time = 16250000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Time = 16500000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Time = 16750000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Time = 17000000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Time = 17250000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Model has achieved completion conditions.  Quitting.
Run finished at: Wed Sep 16 10:34:28 2015

