Crystallize 1.4 log for model PM3_150728_2021
Run began at: Wed Jul 29 07:32:34 2015

**** WARNING ****: max courant = 1.15152.  Instability possible.

Random seed used = -1438173154

Time = 250000.000000, delC = 6.94154e-09, NuclRate = 0
Uncompensated deficit of 2.71892e-09 g at index (116,80,60) at time 13.120 m.y.
Uncompensated deficit of 2.77877e-09 g at index (115,78,61) at time 13.120 m.y.
Uncompensated deficit of 1.07507e-08 g at index (84,96,22) at time 13.122 m.y.
Uncompensated deficit of 1.46121e-08 g at index (41,85,24) at time 13.122 m.y.
Uncompensated deficit of 6.17823e-09 g at index (115,79,60) at time 13.122 m.y.
Uncompensated deficit of 7.87036e-09 g at index (117,79,62) at time 13.122 m.y.
Uncompensated deficit of 1.54007e-09 g at index (84,25,84) at time 13.122 m.y.
Uncompensated deficit of 7.10184e-09 g at index (112,105,31) at time 13.124 m.y.
Uncompensated deficit of 6.76491e-09 g at index (116,78,62) at time 13.124 m.y.
Uncompensated deficit of 4.51395e-09 g at index (81,26,87) at time 13.124 m.y.
Uncompensated deficit of 3.40541e-10 g at index (80,23,85) at time 13.126 m.y.
Uncompensated deficit of 5.44162e-09 g at index (80,24,86) at time 13.126 m.y.
Uncompensated deficit of 3.31017e-09 g at index (82,27,87) at time 13.126 m.y.
Uncompensated deficit of 7.17144e-09 g at index (113,104,31) at time 13.128 m.y.
Uncompensated deficit of 4.99069e-09 g at index (84,27,86) at time 13.130 m.y.
Uncompensated deficit of 5.94447e-09 g at index (100,110,36) at time 13.132 m.y.
Uncompensated deficit of 4.74108e-09 g at index (118,81,60) at time 13.136 m.y.
Uncompensated deficit of 3.59358e-09 g at index (83,23,83) at time 13.136 m.y.
Uncompensated deficit of 6.92061e-09 g at index (53,95,94) at time 13.136 m.y.
Uncompensated deficit of 9.92447e-09 g at index (118,80,62) at time 13.138 m.y.
Uncompensated deficit of 4.8482e-09 g at index (17,32,23) at time 13.140 m.y.
Uncompensated deficit of 5.37228e-09 g at index (83,92,32) at time 13.142 m.y.
Uncompensated deficit of 1.30369e-08 g at index (94,17,56) at time 13.142 m.y.
Uncompensated deficit of 1.63514e-09 g at index (84,24,83) at time 13.142 m.y.
Uncompensated deficit of 3.58715e-09 g at index (85,97,22) at time 13.144 m.y.
Uncompensated deficit of 3.18265e-09 g at index (111,106,31) at time 13.144 m.y.
Uncompensated deficit of 1.49721e-08 g at index (94,16,57) at time 13.144 m.y.
Uncompensated deficit of 6.79111e-09 g at index (115,77,62) at time 13.144 m.y.
Uncompensated deficit of 9.13768e-09 g at index (82,22,83) at time 13.144 m.y.
Uncompensated deficit of 5.7977e-09 g at index (117,81,59) at time 13.148 m.y.
Uncompensated deficit of 9.1364e-10 g at index (117,78,63) at time 13.148 m.y.
Uncompensated deficit of 4.45472e-09 g at index (114,78,59) at time 13.150 m.y.
Uncompensated deficit of 6.52507e-09 g at index (118,79,63) at time 13.156 m.y.
Uncompensated deficit of 1.83538e-09 g at index (79,23,86) at time 13.158 m.y.
Uncompensated deficit of 3.32361e-09 g at index (116,77,63) at time 13.160 m.y.
Uncompensated deficit of 4.27216e-09 g at index (84,28,87) at time 13.160 m.y.
Uncompensated deficit of 5.38993e-09 g at index (81,27,88) at time 13.160 m.y.
Uncompensated deficit of 6.37353e-10 g at index (52,94,93) at time 13.160 m.y.
Uncompensated deficit of 7.86087e-09 g at index (81,21,83) at time 13.162 m.y.
Uncompensated deficit of 8.74313e-09 g at index (79,22,85) at time 13.162 m.y.
Uncompensated deficit of 1.37819e-09 g at index (93,16,62) at time 13.166 m.y.
Uncompensated deficit of 2.42037e-09 g at index (18,31,26) at time 13.170 m.y.
Uncompensated deficit of 4.75466e-09 g at index (84,93,33) at time 13.170 m.y.
Uncompensated deficit of 1.96052e-09 g at index (82,28,88) at time 13.170 m.y.
Uncompensated deficit of 5.90312e-09 g at index (64,23,4) at time 13.178 m.y.
Uncompensated deficit of 7.15549e-09 g at index (76,103,110) at time 13.180 m.y.
Uncompensated deficit of 5.61665e-09 g at index (93,14,59) at time 13.184 m.y.
Uncompensated deficit of 6.30359e-09 g at index (80,20,83) at time 13.188 m.y.
Uncompensated deficit of 2.32091e-08 g at index (77,104,110) at time 13.188 m.y.
Uncompensated deficit of 3.14712e-09 g at index (16,33,21) at time 13.192 m.y.
Uncompensated deficit of 2.4702e-09 g at index (75,101,109) at time 13.192 m.y.
Uncompensated deficit of 8.88873e-10 g at index (79,20,84) at time 13.194 m.y.
Uncompensated deficit of 1.17911e-10 g at index (118,78,64) at time 13.196 m.y.
Uncompensated deficit of 9.65128e-09 g at index (93,18,65) at time 13.196 m.y.
Uncompensated deficit of 1.19184e-10 g at index (92,15,64) at time 13.198 m.y.
Uncompensated deficit of 5.67003e-09 g at index (78,22,86) at time 13.200 m.y.
Uncompensated deficit of 7.39136e-09 g at index (76,102,99) at time 13.200 m.y.
Uncompensated deficit of 7.35437e-09 g at index (74,99,110) at time 13.200 m.y.
Uncompensated deficit of 6.21756e-09 g at index (92,16,65) at time 13.202 m.y.
Uncompensated deficit of 2.2137e-09 g at index (77,102,98) at time 13.202 m.y.
Uncompensated deficit of 9.377e-09 g at index (77,103,99) at time 13.202 m.y.
Uncompensated deficit of 7.09994e-09 g at index (62,25,98) at time 13.204 m.y.
Uncompensated deficit of 1.84118e-08 g at index (78,105,110) at time 13.204 m.y.
Uncompensated deficit of 5.52666e-09 g at index (111,104,30) at time 13.208 m.y.
Uncompensated deficit of 1.45797e-08 g at index (75,101,100) at time 13.208 m.y.
Uncompensated deficit of 2.42568e-09 g at index (81,19,82) at time 13.210 m.y.
Uncompensated deficit of 1.68297e-08 g at index (74,100,109) at time 13.212 m.y.
Uncompensated deficit of 8.83907e-09 g at index (65,20,9) at time 13.218 m.y.
Uncompensated deficit of 7.76272e-09 g at index (86,24,82) at time 13.218 m.y.
Uncompensated deficit of 6.79802e-09 g at index (78,103,98) at time 13.218 m.y.
Uncompensated deficit of 1.76548e-09 g at index (84,21,81) at time 13.224 m.y.
Uncompensated deficit of 1.42258e-08 g at index (74,100,101) at time 13.224 m.y.
Uncompensated deficit of 1.23975e-08 g at index (68,52,18) at time 13.226 m.y.
Uncompensated deficit of 8.22283e-09 g at index (91,15,66) at time 13.226 m.y.
Uncompensated deficit of 5.70238e-09 g at index (83,20,81) at time 13.226 m.y.
Uncompensated deficit of 1.0089e-10 g at index (91,14,65) at time 13.228 m.y.
Uncompensated deficit of 3.73469e-09 g at index (82,29,89) at time 13.228 m.y.
Uncompensated deficit of 1.2699e-09 g at index (116,111,37) at time 13.234 m.y.
Uncompensated deficit of 5.06181e-09 g at index (85,22,81) at time 13.234 m.y.
Uncompensated deficit of 1.30043e-08 g at index (73,99,108) at time 13.234 m.y.
Uncompensated deficit of 9.6532e-09 g at index (91,16,67) at time 13.236 m.y.
Uncompensated deficit of 5.39996e-09 g at index (82,19,81) at time 13.236 m.y.
Uncompensated deficit of 5.00946e-09 g at index (79,18,83) at time 13.238 m.y.
Uncompensated deficit of 1.03905e-08 g at index (79,104,98) at time 13.238 m.y.
Uncompensated deficit of 6.40789e-09 g at index (64,22,11) at time 13.240 m.y.
Uncompensated deficit of 7.14619e-09 g at index (115,66,59) at time 13.240 m.y.
Uncompensated deficit of 5.35106e-09 g at index (116,65,58) at time 13.242 m.y.
Uncompensated deficit of 8.76761e-09 g at index (80,18,82) at time 13.242 m.y.
Uncompensated deficit of 9.24081e-09 g at index (21,33,20) at time 13.244 m.y.
Uncompensated deficit of 6.85468e-09 g at index (77,21,86) at time 13.244 m.y.
Uncompensated deficit of 1.27977e-09 g at index (116,66,61) at time 13.248 m.y.
Uncompensated deficit of 9.76294e-09 g at index (90,14,67) at time 13.248 m.y.
Time = 13250000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Uncompensated deficit of 5.4293e-09 g at index (63,25,96) at time 13.252 m.y.
Uncompensated deficit of 4.81368e-09 g at index (120,83,58) at time 13.254 m.y.
Uncompensated deficit of 4.13969e-09 g at index (115,67,61) at time 13.254 m.y.
Uncompensated deficit of 5.51137e-09 g at index (90,15,68) at time 13.254 m.y.
Uncompensated deficit of 9.55805e-09 g at index (114,67,59) at time 13.256 m.y.
Uncompensated deficit of 1.38073e-08 g at index (62,24,103) at time 13.258 m.y.
Uncompensated deficit of 6.38606e-10 g at index (63,23,97) at time 13.266 m.y.
Uncompensated deficit of 3.0396e-09 g at index (62,23,102) at time 13.266 m.y.
Uncompensated deficit of 6.58875e-10 g at index (84,20,80) at time 13.268 m.y.
Uncompensated deficit of 1.95634e-08 g at index (80,105,98) at time 13.268 m.y.
Uncompensated deficit of 2.98374e-09 g at index (72,99,104) at time 13.268 m.y.
Uncompensated deficit of 2.02359e-09 g at index (114,68,61) at time 13.270 m.y.
Uncompensated deficit of 3.74386e-09 g at index (89,13,67) at time 13.274 m.y.
Uncompensated deficit of 1.04343e-08 g at index (90,16,69) at time 13.274 m.y.
Uncompensated deficit of 9.3161e-10 g at index (118,64,60) at time 13.282 m.y.
Uncompensated deficit of 4.86153e-10 g at index (63,23,12) at time 13.284 m.y.
Uncompensated deficit of 2.87894e-09 g at index (97,31,89) at time 13.286 m.y.
Uncompensated deficit of 7.24857e-10 g at index (99,31,90) at time 13.288 m.y.
Uncompensated deficit of 2.62528e-09 g at index (23,34,20) at time 13.290 m.y.
Uncompensated deficit of 4.29139e-09 g at index (98,32,91) at time 13.290 m.y.
Uncompensated deficit of 6.79291e-09 g at index (89,12,66) at time 13.292 m.y.
Uncompensated deficit of 2.09463e-09 g at index (88,13,69) at time 13.292 m.y.
Uncompensated deficit of 2.17319e-09 g at index (113,69,60) at time 13.294 m.y.
Uncompensated deficit of 4.13955e-09 g at index (82,30,90) at time 13.294 m.y.
Uncompensated deficit of 1.0625e-08 g at index (82,17,80) at time 13.296 m.y.
Uncompensated deficit of 5.10876e-09 g at index (79,16,82) at time 13.296 m.y.
Uncompensated deficit of 1.14727e-08 g at index (26,36,20) at time 13.298 m.y.
Uncompensated deficit of 2.50043e-09 g at index (88,14,70) at time 13.298 m.y.
Uncompensated deficit of 5.37705e-10 g at index (108,112,34) at time 13.300 m.y.
Uncompensated deficit of 5.51719e-09 g at index (88,12,68) at time 13.300 m.y.
Uncompensated deficit of 3.23205e-09 g at index (76,21,87) at time 13.300 m.y.
Uncompensated deficit of 2.85579e-09 g at index (99,32,92) at time 13.302 m.y.
Uncompensated deficit of 3.03018e-09 g at index (23,35,19) at time 13.304 m.y.
Uncompensated deficit of 2.62124e-09 g at index (24,36,19) at time 13.304 m.y.
Uncompensated deficit of 7.47891e-09 g at index (76,19,86) at time 13.306 m.y.
Uncompensated deficit of 8.75776e-09 g at index (25,35,20) at time 13.310 m.y.
Uncompensated deficit of 3.93678e-09 g at index (109,113,35) at time 13.310 m.y.
Uncompensated deficit of 5.77573e-09 g at index (113,70,61) at time 13.310 m.y.
Uncompensated deficit of 3.66144e-09 g at index (99,30,88) at time 13.310 m.y.
Uncompensated deficit of 8.85311e-09 g at index (23,37,18) at time 13.312 m.y.
Uncompensated deficit of 3.84325e-10 g at index (113,71,62) at time 13.314 m.y.
Uncompensated deficit of 3.24737e-09 g at index (87,13,71) at time 13.314 m.y.
Uncompensated deficit of 6.21705e-09 g at index (96,30,87) at time 13.314 m.y.
Uncompensated deficit of 3.84547e-09 g at index (95,32,90) at time 13.314 m.y.
Uncompensated deficit of 9.3112e-09 g at index (87,12,69) at time 13.316 m.y.
Uncompensated deficit of 2.89249e-09 g at index (89,16,71) at time 13.316 m.y.
Uncompensated deficit of 9.0738e-10 g at index (67,97,104) at time 13.318 m.y.
Uncompensated deficit of 7.22614e-09 g at index (88,11,67) at time 13.320 m.y.
Uncompensated deficit of 7.3152e-09 g at index (84,18,79) at time 13.320 m.y.
Uncompensated deficit of 2.77613e-09 g at index (101,31,91) at time 13.320 m.y.
Uncompensated deficit of 4.78164e-09 g at index (19,35,18) at time 13.322 m.y.
Uncompensated deficit of 1.34383e-08 g at index (25,34,21) at time 13.324 m.y.
Uncompensated deficit of 8.33267e-09 g at index (22,36,18) at time 13.326 m.y.
Uncompensated deficit of 5.3155e-09 g at index (112,71,59) at time 13.326 m.y.
Uncompensated deficit of 1.04313e-08 g at index (83,17,79) at time 13.326 m.y.
Uncompensated deficit of 3.03267e-09 g at index (119,63,58) at time 13.328 m.y.
Uncompensated deficit of 5.45953e-09 g at index (26,35,21) at time 13.330 m.y.
Uncompensated deficit of 2.3999e-09 g at index (87,14,72) at time 13.330 m.y.
Uncompensated deficit of 2.53779e-09 g at index (97,33,93) at time 13.330 m.y.
Uncompensated deficit of 7.89479e-09 g at index (112,70,58) at time 13.332 m.y.
Uncompensated deficit of 1.05755e-09 g at index (87,11,68) at time 13.332 m.y.
Uncompensated deficit of 2.90633e-09 g at index (117,67,48) at time 13.334 m.y.
Uncompensated deficit of 4.80914e-09 g at index (101,30,89) at time 13.334 m.y.
Uncompensated deficit of 3.78689e-09 g at index (86,12,71) at time 13.336 m.y.
Uncompensated deficit of 4.11937e-09 g at index (110,114,36) at time 13.338 m.y.
Uncompensated deficit of 3.69572e-09 g at index (111,99,28) at time 13.340 m.y.
Uncompensated deficit of 1.04571e-09 g at index (95,33,92) at time 13.340 m.y.
Uncompensated deficit of 2.87541e-09 g at index (65,96,104) at time 13.340 m.y.
Uncompensated deficit of 1.94029e-08 g at index (24,87,59) at time 13.342 m.y.
Uncompensated deficit of 3.87606e-09 g at index (86,11,70) at time 13.342 m.y.
Uncompensated deficit of 5.62718e-09 g at index (86,13,72) at time 13.342 m.y.
Uncompensated deficit of 9.68492e-09 g at index (116,68,48) at time 13.344 m.y.
Uncompensated deficit of 2.03283e-08 g at index (112,99,29) at time 13.346 m.y.
Uncompensated deficit of 1.00664e-08 g at index (21,87,59) at time 13.346 m.y.
Uncompensated deficit of 3.31234e-09 g at index (113,98,29) at time 13.350 m.y.
Uncompensated deficit of 6.28144e-09 g at index (99,33,94) at time 13.350 m.y.
Uncompensated deficit of 5.47787e-09 g at index (47,62,111) at time 13.350 m.y.
Uncompensated deficit of 1.92979e-09 g at index (99,29,86) at time 13.352 m.y.
Uncompensated deficit of 1.16245e-08 g at index (115,70,64) at time 13.354 m.y.
Uncompensated deficit of 6.22296e-09 g at index (87,15,73) at time 13.354 m.y.
Uncompensated deficit of 2.61715e-09 g at index (42,86,66) at time 13.356 m.y.
Uncompensated deficit of 2.19454e-09 g at index (86,14,73) at time 13.356 m.y.
Uncompensated deficit of 1.11748e-09 g at index (84,17,78) at time 13.356 m.y.
Uncompensated deficit of 2.82754e-09 g at index (46,62,112) at time 13.356 m.y.
Uncompensated deficit of 1.38778e-08 g at index (110,100,28) at time 13.358 m.y.
Uncompensated deficit of 6.13728e-09 g at index (8,91,59) at time 13.358 m.y.
Uncompensated deficit of 4.61113e-09 g at index (85,12,72) at time 13.358 m.y.
Uncompensated deficit of 4.44322e-09 g at index (6,91,59) at time 13.360 m.y.
Uncompensated deficit of 2.50276e-09 g at index (85,18,78) at time 13.360 m.y.
Uncompensated deficit of 7.0572e-09 g at index (82,31,91) at time 13.360 m.y.
Uncompensated deficit of 9.09676e-09 g at index (94,116,122) at time 13.360 m.y.
Uncompensated deficit of 3.47384e-09 g at index (85,11,71) at time 13.362 m.y.
Uncompensated deficit of 5.91618e-09 g at index (85,13,73) at time 13.364 m.y.
Uncompensated deficit of 2.10001e-08 g at index (63,95,103) at time 13.366 m.y.
Uncompensated deficit of 7.82643e-09 g at index (92,30,86) at time 13.368 m.y.
Uncompensated deficit of 1.84845e-08 g at index (2,92,59) at time 13.372 m.y.
Uncompensated deficit of 9.54134e-10 g at index (41,88,68) at time 13.372 m.y.
Uncompensated deficit of 7.6191e-09 g at index (86,19,78) at time 13.372 m.y.
Uncompensated deficit of 2.75871e-10 g at index (101,29,87) at time 13.374 m.y.
Uncompensated deficit of 5.78312e-09 g at index (91,31,87) at time 13.374 m.y.
Uncompensated deficit of 7.24067e-10 g at index (85,14,74) at time 13.376 m.y.
Uncompensated deficit of 5.49242e-09 g at index (86,15,74) at time 13.376 m.y.
Uncompensated deficit of 1.0531e-08 g at index (109,101,28) at time 13.378 m.y.
Uncompensated deficit of 1.39505e-08 g at index (116,67,49) at time 13.378 m.y.
Uncompensated deficit of 8.83692e-09 g at index (85,10,70) at time 13.378 m.y.
Uncompensated deficit of 7.53528e-09 g at index (41,87,66) at time 13.380 m.y.
Uncompensated deficit of 5.71388e-09 g at index (81,14,79) at time 13.380 m.y.
Uncompensated deficit of 5.81139e-09 g at index (48,63,110) at time 13.380 m.y.
Uncompensated deficit of 1.23923e-08 g at index (87,16,74) at time 13.382 m.y.
Uncompensated deficit of 3.69709e-09 g at index (93,29,84) at time 13.382 m.y.
Uncompensated deficit of 4.57055e-09 g at index (115,97,30) at time 13.384 m.y.
Uncompensated deficit of 9.22838e-09 g at index (62,94,103) at time 13.384 m.y.
Uncompensated deficit of 1.48427e-08 g at index (89,101,19) at time 13.386 m.y.
Uncompensated deficit of 9.06764e-09 g at index (115,68,49) at time 13.386 m.y.
Uncompensated deficit of 6.91832e-09 g at index (84,11,73) at time 13.386 m.y.
Uncompensated deficit of 1.2513e-08 g at index (85,17,77) at time 13.386 m.y.
Uncompensated deficit of 6.7416e-09 g at index (84,12,74) at time 13.388 m.y.
Uncompensated deficit of 1.15789e-08 g at index (85,15,75) at time 13.390 m.y.
Uncompensated deficit of 4.96731e-09 g at index (82,14,78) at time 13.390 m.y.
Uncompensated deficit of 2.37606e-09 g at index (96,34,94) at time 13.390 m.y.
Uncompensated deficit of 6.51322e-09 g at index (45,61,113) at time 13.390 m.y.
Uncompensated deficit of 2.96851e-09 g at index (84,10,72) at time 13.392 m.y.
Uncompensated deficit of 8.63255e-09 g at index (84,32,91) at time 13.392 m.y.
Uncompensated deficit of 1.18006e-08 g at index (88,101,18) at time 13.394 m.y.
Uncompensated deficit of 1.14041e-08 g at index (84,13,75) at time 13.394 m.y.
Uncompensated deficit of 2.26166e-09 g at index (115,66,51) at time 13.396 m.y.
Uncompensated deficit of 1.16128e-08 g at index (86,16,75) at time 13.396 m.y.
Uncompensated deficit of 7.87124e-09 g at index (84,14,76) at time 13.396 m.y.
Uncompensated deficit of 1.46915e-08 g at index (85,16,76) at time 13.396 m.y.
Uncompensated deficit of 6.83897e-09 g at index (86,18,77) at time 13.396 m.y.
Uncompensated deficit of 6.21393e-09 g at index (115,67,50) at time 13.398 m.y.
Uncompensated deficit of 5.02215e-09 g at index (114,67,51) at time 13.398 m.y.
Uncompensated deficit of 3.35373e-08 g at index (15,89,61) at time 13.398 m.y.
Uncompensated deficit of 1.30304e-08 g at index (83,14,77) at time 13.398 m.y.
Uncompensated deficit of 4.01105e-10 g at index (116,66,50) at time 13.400 m.y.
Uncompensated deficit of 2.54984e-09 g at index (61,92,104) at time 13.400 m.y.
Uncompensated deficit of 8.29185e-09 g at index (44,62,113) at time 13.400 m.y.
Uncompensated deficit of 1.60931e-08 g at index (89,32,89) at time 13.402 m.y.
Uncompensated deficit of 1.37565e-08 g at index (61,93,103) at time 13.402 m.y.
Uncompensated deficit of 4.36427e-09 g at index (118,65,49) at time 13.404 m.y.
Uncompensated deficit of 1.69968e-09 g at index (85,9,69) at time 13.404 m.y.
Uncompensated deficit of 6.30585e-09 g at index (86,17,76) at time 13.404 m.y.
Uncompensated deficit of 3.67452e-09 g at index (68,42,11) at time 13.406 m.y.
Uncompensated deficit of 1.60075e-08 g at index (116,65,51) at time 13.406 m.y.
Uncompensated deficit of 7.1667e-09 g at index (87,17,75) at time 13.406 m.y.
Uncompensated deficit of 5.51935e-09 g at index (44,64,112) at time 13.406 m.y.
Uncompensated deficit of 9.09155e-09 g at index (94,115,120) at time 13.406 m.y.
Uncompensated deficit of 4.52882e-09 g at index (95,115,122) at time 13.406 m.y.
Uncompensated deficit of 1.21615e-08 g at index (114,68,50) at time 13.408 m.y.
Uncompensated deficit of 2.26555e-09 g at index (83,32,92) at time 13.408 m.y.
Uncompensated deficit of 8.56165e-09 g at index (87,101,17) at time 13.410 m.y.
Uncompensated deficit of 1.55289e-08 g at index (83,13,76) at time 13.410 m.y.
Uncompensated deficit of 7.39742e-09 g at index (83,12,75) at time 13.412 m.y.
Uncompensated deficit of 7.79993e-09 g at index (83,11,74) at time 13.414 m.y.
Uncompensated deficit of 1.57727e-08 g at index (87,19,77) at time 13.414 m.y.
Uncompensated deficit of 1.01027e-08 g at index (117,65,50) at time 13.416 m.y.
Uncompensated deficit of 1.15092e-08 g at index (94,28,83) at time 13.416 m.y.
Uncompensated deficit of 1.30539e-08 g at index (40,87,65) at time 13.418 m.y.
Uncompensated deficit of 7.58641e-09 g at index (87,18,76) at time 13.418 m.y.
Uncompensated deficit of 3.08456e-09 g at index (83,10,73) at time 13.420 m.y.
Uncompensated deficit of 1.92692e-09 g at index (99,34,96) at time 13.422 m.y.
Uncompensated deficit of 6.04792e-09 g at index (43,63,113) at time 13.422 m.y.
Uncompensated deficit of 1.76365e-08 g at index (113,69,51) at time 13.424 m.y.
Uncompensated deficit of 1.44611e-08 g at index (40,89,68) at time 13.424 m.y.
Uncompensated deficit of 1.25616e-08 g at index (80,32,93) at time 13.424 m.y.
Uncompensated deficit of 6.6359e-09 g at index (79,32,94) at time 13.424 m.y.
Uncompensated deficit of 1.37231e-09 g at index (87,130,96) at time 13.426 m.y.
Uncompensated deficit of 2.02736e-08 g at index (95,118,132) at time 13.428 m.y.
Uncompensated deficit of 1.06319e-09 g at index (96,117,129) at time 13.430 m.y.
Uncompensated deficit of 1.9333e-08 g at index (95,117,130) at time 13.432 m.y.
Uncompensated deficit of 8.62858e-10 g at index (89,33,90) at time 13.434 m.y.
Uncompensated deficit of 3.84959e-09 g at index (43,61,114) at time 13.434 m.y.
Uncompensated deficit of 8.58103e-09 g at index (19,12,64) at time 13.436 m.y.
Uncompensated deficit of 1.31711e-08 g at index (83,9,72) at time 13.436 m.y.
Uncompensated deficit of 6.87072e-10 g at index (88,19,76) at time 13.436 m.y.
Uncompensated deficit of 8.61693e-09 g at index (88,20,77) at time 13.436 m.y.
Uncompensated deficit of 2.27086e-09 g at index (80,12,79) at time 13.436 m.y.
Uncompensated deficit of 7.11601e-09 g at index (44,60,114) at time 13.436 m.y.
Uncompensated deficit of 1.26537e-08 g at index (96,114,121) at time 13.436 m.y.
Uncompensated deficit of 2.66608e-09 g at index (39,88,65) at time 13.438 m.y.
Uncompensated deficit of 1.74343e-08 g at index (85,33,92) at time 13.438 m.y.
Uncompensated deficit of 4.42544e-09 g at index (96,116,127) at time 13.438 m.y.
Uncompensated deficit of 1.38464e-08 g at index (113,70,50) at time 13.442 m.y.
Uncompensated deficit of 7.91486e-09 g at index (85,8,68) at time 13.442 m.y.
Uncompensated deficit of 1.30344e-09 g at index (87,33,91) at time 13.442 m.y.
Uncompensated deficit of 4.87208e-09 g at index (39,89,67) at time 13.444 m.y.
Uncompensated deficit of 6.59984e-09 g at index (97,114,123) at time 13.444 m.y.
Uncompensated deficit of 8.56393e-09 g at index (95,114,119) at time 13.446 m.y.
Uncompensated deficit of 9.12374e-09 g at index (97,115,125) at time 13.446 m.y.
Uncompensated deficit of 5.68213e-09 g at index (36,88,62) at time 13.450 m.y.
Uncompensated deficit of 3.73104e-09 g at index (37,89,65) at time 13.450 m.y.
Uncompensated deficit of 4.90823e-09 g at index (97,113,120) at time 13.452 m.y.
Uncompensated deficit of 8.00204e-09 g at index (38,89,66) at time 13.454 m.y.
Uncompensated deficit of 6.64665e-09 g at index (81,11,77) at time 13.454 m.y.
Uncompensated deficit of 1.91352e-09 g at index (42,63,114) at time 13.454 m.y.
Uncompensated deficit of 8.75004e-09 g at index (98,114,124) at time 13.454 m.y.
Uncompensated deficit of 1.20099e-08 g at index (40,86,63) at time 13.458 m.y.
Uncompensated deficit of 1.35183e-08 g at index (38,88,64) at time 13.458 m.y.
Uncompensated deficit of 3.91641e-09 g at index (98,113,122) at time 13.458 m.y.
Uncompensated deficit of 2.31634e-10 g at index (37,88,63) at time 13.460 m.y.
Uncompensated deficit of 5.26173e-09 g at index (83,8,71) at time 13.460 m.y.
Uncompensated deficit of 1.80351e-08 g at index (89,20,76) at time 13.460 m.y.
Uncompensated deficit of 9.49552e-09 g at index (96,35,96) at time 13.462 m.y.
Uncompensated deficit of 9.67375e-09 g at index (97,27,82) at time 13.466 m.y.
Uncompensated deficit of 7.11279e-09 g at index (96,113,119) at time 13.466 m.y.
Uncompensated deficit of 2.01789e-08 g at index (99,113,124) at time 13.466 m.y.
Uncompensated deficit of 1.04543e-08 g at index (42,65,113) at time 13.470 m.y.
Uncompensated deficit of 7.51325e-09 g at index (42,61,115) at time 13.470 m.y.
Uncompensated deficit of 5.03807e-09 g at index (81,10,76) at time 13.472 m.y.
Uncompensated deficit of 7.22099e-09 g at index (98,112,120) at time 13.474 m.y.
Uncompensated deficit of 6.67158e-09 g at index (98,35,97) at time 13.476 m.y.
Uncompensated deficit of 1.58491e-09 g at index (99,112,122) at time 13.476 m.y.
Uncompensated deficit of 4.80222e-09 g at index (88,34,92) at time 13.478 m.y.
Uncompensated deficit of 6.16142e-09 g at index (38,87,62) at time 13.480 m.y.
Uncompensated deficit of 1.62946e-09 g at index (41,63,115) at time 13.480 m.y.
Uncompensated deficit of 1.13243e-08 g at index (90,21,76) at time 13.484 m.y.
Uncompensated deficit of 1.35175e-08 g at index (100,112,123) at time 13.484 m.y.
Uncompensated deficit of 2.16282e-09 g at index (81,9,75) at time 13.488 m.y.
Uncompensated deficit of 9.54233e-09 g at index (41,65,114) at time 13.490 m.y.
Uncompensated deficit of 4.43555e-09 g at index (41,61,116) at time 13.494 m.y.
Uncompensated deficit of 5.90036e-09 g at index (40,63,116) at time 13.498 m.y.
Uncompensated deficit of 1.26589e-09 g at index (99,111,120) at time 13.498 m.y.
Time = 13500000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Uncompensated deficit of 2.08673e-08 g at index (90,35,93) at time 13.504 m.y.
Uncompensated deficit of 2.56192e-09 g at index (100,111,121) at time 13.504 m.y.
Uncompensated deficit of 3.54294e-09 g at index (40,65,115) at time 13.506 m.y.
Uncompensated deficit of 7.14174e-09 g at index (81,8,74) at time 13.508 m.y.
Uncompensated deficit of 4.31175e-09 g at index (40,62,117) at time 13.508 m.y.
Uncompensated deficit of 9.65592e-09 g at index (39,64,117) at time 13.512 m.y.
Uncompensated deficit of 2.74388e-09 g at index (98,111,118) at time 13.512 m.y.
Uncompensated deficit of 2.52087e-10 g at index (42,67,112) at time 13.514 m.y.
Uncompensated deficit of 3.25771e-09 g at index (39,63,118) at time 13.514 m.y.
Uncompensated deficit of 5.92535e-09 g at index (101,111,123) at time 13.514 m.y.
Uncompensated deficit of 7.81356e-09 g at index (99,26,81) at time 13.518 m.y.
Uncompensated deficit of 4.1698e-09 g at index (39,66,116) at time 13.518 m.y.
Uncompensated deficit of 8.48652e-09 g at index (37,67,118) at time 13.518 m.y.
Uncompensated deficit of 9.26346e-09 g at index (96,112,117) at time 13.520 m.y.
Uncompensated deficit of 9.11763e-09 g at index (38,65,118) at time 13.520 m.y.
Uncompensated deficit of 9.45254e-09 g at index (98,25,80) at time 13.522 m.y.
Uncompensated deficit of 9.62367e-10 g at index (41,67,113) at time 13.522 m.y.
Uncompensated deficit of 8.88727e-09 g at index (38,69,115) at time 13.522 m.y.
Uncompensated deficit of 4.9451e-09 g at index (37,66,119) at time 13.522 m.y.
Uncompensated deficit of 1.41739e-09 g at index (41,60,117) at time 13.524 m.y.
Uncompensated deficit of 1.47872e-08 g at index (38,66,117) at time 13.524 m.y.
Uncompensated deficit of 2.89992e-09 g at index (13,11,72) at time 13.526 m.y.
